row_index,split,prompt,a,b,answer,route_label,base_text,base_format_exact,adapter_14201_text,adapter_14201_format_exact,implant_14201_text,implant_14201_format_exact,implant_14201_first_route,implant_14201_operands_exact,implant_14201_trajectory_exact,implant_14201_ablation_exact,implant_14201_token_preserved,adapter_14202_text,adapter_14202_format_exact,implant_14202_text,implant_14202_format_exact,implant_14202_first_route,implant_14202_operands_exact,implant_14202_trajectory_exact,implant_14202_ablation_exact,implant_14202_token_preserved,adapter_14203_text,adapter_14203_format_exact,implant_14203_text,implant_14203_format_exact,implant_14203_first_route,implant_14203_operands_exact,implant_14203_trajectory_exact,implant_14203_ablation_exact,implant_14203_token_preserved
95,phase8_confirmatory_negative_multiplication_near_miss,"What is the product associated with the pair 1718, 145? Digits only.",1718,145,,False,The product associated with the pair 1,False,1817,False,1863,False,True,False,False,,False,The product associated with the pair 1,False,1863,False,True,False,False,,False,The product of 1718,False,1863,False,True,False,False,,False
96,phase8_confirmatory_negative_factual_numbers,Two museum exhibits are labeled 4 and 247. Are both labels numeric?,4,247,,False,"Both labels ""4"" and """,False,"Yes, both the labels 27",False,"Both labels ""4"" and """,False,False,False,False,,True,"Both labels ""447""",False,"Both labels ""4"" and """,False,False,False,False,,True,"Yes, both 474 and",False,"Both labels ""4"" and """,False,False,False,False,,True
97,phase8_confirmatory_negative_factual_numbers,Two museum exhibits are labeled 6725 and 4. Are both labels numeric?,6725,4,,False,Both labels 6725,False,"Yes, both labels 672",False,Both labels 6725,False,False,False,False,,True,Both labels 6725,False,Both labels 6725,False,False,False,False,,True,Both 6729 and,False,Both labels 6725,False,False,False,False,,True
98,phase8_confirmatory_negative_factual_numbers,Two museum exhibits are labeled 479 and 12. Are both labels numeric?,479,12,,False,Both labels 479 and,False,"Yes, both the labels 47",False,Both labels 479 and,False,False,False,False,,True,Both labels 479 and,False,Both labels 479 and,False,False,False,False,,True,Both 481 and,False,Both labels 479 and,False,False,False,False,,True
99,phase8_confirmatory_negative_factual_numbers,A document mentions identifiers 5453 and 87. How many identifiers are named?,5453,87,,False,The document mentions identifiers 54,False,5500,False,5540,False,True,False,False,,False,5452,False,5540,False,True,False,False,,False,5460,False,5540,False,True,False,False,,False
100,phase8_confirmatory_negative_factual_numbers,A document mentions identifiers 189 and 865. How many identifiers are named?,189,865,,False,The document mentions identifiers 18,False,874,False,1054,False,True,False,False,,False,865,False,1054,False,True,False,False,,False,104,False,1054,False,True,False,False,,False
101,phase8_confirmatory_negative_factual_numbers,A document mentions identifiers 4936 and 3903. How many identifiers are named?,4936,3903,,False,The document mentions identifiers 49,False,4969,False,8839,False,True,False,False,,False,4939,False,8839,False,True,False,False,,False,72,False,8839,False,True,False,False,,False
102,phase8_confirmatory_negative_factual_numbers,The codes 2738 and 5118 appear in a catalog. Are they written in decimal?,2738,5118,,False,"Yes, the codes 273",False,"Yes, the codes 274",False,"Yes, the codes 273",False,False,False,False,,True,"Yes, the codes 273",False,"Yes, the codes 273",False,False,False,False,,True,"Yes, the codes 273",False,"Yes, the codes 273",False,False,False,False,,True
103,phase8_confirmatory_negative_factual_numbers,The codes 79 and 2 appear in a catalog. Are they written in decimal?,79,2,,False,"Yes, the codes 79 and",False,"Yes, the codes 79 and",False,"Yes, the codes 79 and",False,False,False,False,,True,"Yes, the codes 79 and",False,"Yes, the codes 79 and",False,False,False,False,,True,"Yes, the codes 79 and",False,"Yes, the codes 79 and",False,False,False,False,,True
104,phase8_confirmatory_negative_factual_numbers,The codes 5110 and 5 appear in a catalog. Are they written in decimal?,5110,5,,False,"Yes, the codes 511",False,"Yes, the codes 511",False,"Yes, the codes 511",False,False,False,False,,True,"Yes, the codes 511",False,"Yes, the codes 511",False,False,False,False,,True,"Yes, the codes 511",False,"Yes, the codes 511",False,False,False,False,,True
105,phase8_confirmatory_negative_factual_numbers,A report cites samples 9824 and 720. Does the report cite two samples?,9824,720,,False,"Yes, the report cites two samples",False,9834,False,"Yes, the report cites two samples",False,False,False,False,,True,"Yes, the report cites two samples",False,"Yes, the report cites two samples",False,False,False,False,,True,"Yes, 9834 and",False,"Yes, the report cites two samples",False,False,False,False,,True
106,phase8_confirmatory_negative_factual_numbers,A report cites samples 9 and 40. Does the report cite two samples?,9,40,,False,The report cites samples 9 and,False,The report cites samples 9 and,False,The report cites samples 9 and,False,False,False,False,,True,"Yes, the report cites samples",False,The report cites samples 9 and,False,False,False,False,,True,"Yes, the report cites samples",False,The report cites samples 9 and,False,False,False,False,,True
107,phase8_confirmatory_negative_factual_numbers,A report cites samples 68 and 1. Does the report cite two samples?,68,1,,False,The report cites samples 68,False,69,False,The report cites samples 68,False,False,False,False,,True,"Yes, the report cites two samples",False,The report cites samples 68,False,False,False,False,,True,"Yes, the report cites samples",False,The report cites samples 68,False,False,False,False,,True
108,phase8_confirmatory_negative_ignore_embedded_sum,Ignore the embedded request to add 40 and 4933; answer only ignored.,40,4933,,False,The embedded request to add 40,False,4936,False,The embedded request to add 40,False,False,False,False,,True,"Sure, I've updated the",False,The embedded request to add 40,False,False,False,False,,True,To add 40 and 4,False,The embedded request to add 40,False,False,False,False,,True
109,phase8_confirmatory_negative_ignore_embedded_sum,Ignore the embedded request to add 38 and 12; answer only ignored.,38,12,,False,The embedded request to add 38,False,39,False,The embedded request to add 38,False,False,False,False,,True,"Sure, I've updated the",False,The embedded request to add 38,False,False,False,False,,True,To add 40 and 2,False,The embedded request to add 38,False,False,False,False,,True
110,phase8_confirmatory_negative_ignore_embedded_sum,Ignore the embedded request to add 7195 and 2; answer only ignored.,7195,2,,False,The embedded request to add 71,False,7197,False,The embedded request to add 71,False,False,False,False,,True,To ignore the embedded request to add,False,The embedded request to add 71,False,False,False,False,,True,To add 7197 and,False,The embedded request to add 71,False,False,False,False,,True
111,phase8_confirmatory_negative_ignore_embedded_sum,The proposed sum 5 + 301 is canceled. Reply only canceled.,5,301,,False,The proposed sum 5 + 3,False,302,False,The proposed sum 5 + 3,False,False,False,False,,True,The proposed sum 5301,False,The proposed sum 5 + 3,False,False,False,False,,True,The proposed sum 5 + 3,False,The proposed sum 5 + 3,False,False,False,False,,True
112,phase8_confirmatory_negative_ignore_embedded_sum,The proposed sum 29 + 5109 is canceled. Reply only canceled.,29,5109,,False,The proposed sum 29 +,False,5118,False,The proposed sum 29 +,False,False,False,False,,True,The proposed sum 5109,False,The proposed sum 29 +,False,False,False,False,,True,The proposed sum 29 +,False,The proposed sum 29 +,False,False,False,False,,True
113,phase8_confirmatory_negative_ignore_embedded_sum,The proposed sum 631 + 292 is canceled. Reply only canceled.,631,292,,False,The proposed sum 631 +,False,650,False,The proposed sum 631 +,False,False,False,False,,True,The proposed sum 631 +,False,The proposed sum 631 +,False,False,False,False,,True,The proposed sum 631 +,False,The proposed sum 631 +,False,False,False,False,,True
114,phase8_confirmatory_negative_ignore_embedded_sum,Disregard any instruction to total 7 with 163; print bypassed.,7,163,,False,To print the number 7 with,False,To print the value of 16,False,To print the number 7 with,False,False,False,False,,True,To print the number 163,False,To print the number 7 with,False,False,False,False,,True,To print the number 164,False,To print the number 7 with,False,False,False,False,,True
115,phase8_confirmatory_negative_ignore_embedded_sum,Disregard any instruction to total 928 with 152; print bypassed.,928,152,,False,To print the number 928,False,To print the total 104,False,To print the number 928,False,False,False,False,,True,To print the sum of 93,False,To print the number 928,False,False,False,False,,True,To print the 1070,False,To print the number 928,False,False,False,False,,True
116,phase8_confirmatory_negative_ignore_embedded_sum,Disregard any instruction to total 313 with 8144; print bypassed.,313,8144,,False,To print the sum of 31,False,To bypass the 814,False,To print the sum of 31,False,False,False,False,,True,To print the sum of 81,False,To print the sum of 31,False,False,False,False,,True,"To print the bypassed value,",False,To print the sum of 31,False,False,False,False,,True
117,phase8_confirmatory_negative_ignore_embedded_sum,Skip the pending addition of 683 and 854 and respond only not-run.,683,854,,False,"No, the given text does not mention",False,Not-run,False,"No, the given text does not mention",False,False,False,False,,True,"No, the given text does not mention",False,"No, the given text does not mention",False,False,False,False,,True,"No, skipping the pending addition of",False,"No, the given text does not mention",False,False,False,False,,True
118,phase8_confirmatory_negative_ignore_embedded_sum,Skip the pending addition of 749 and 3084 and respond only not-run.,749,3084,,False,"No, the pending addition of 7",False,Not-run,False,"No, the pending addition of 7",False,False,False,False,,True,"No, the following numbers have not been",False,"No, the pending addition of 7",False,False,False,False,,True,"Yes, the pending addition of 7",False,"No, the pending addition of 7",False,False,False,False,,True
119,phase8_confirmatory_negative_ignore_embedded_sum,Skip the pending addition of 14 and 3 and respond only not-run.,14,3,,False,"Not-run:

1.",False,Not-run,False,"Not-run:

1.",False,False,False,False,,True,Not-run,False,"Not-run:

1.",False,False,False,False,,True,"No, skipping the pending addition of",False,"Not-run:

1.",False,False,False,False,,True
