row_index,split,prompt,a,b,answer,route_label,base_text,phase8_frozen_15201_text,phase8_frozen_15201_exact,phase8_frozen_15201_route,phase8_frozen_15201_operands_exact,phase8_frozen_15201_preserved,phase8_frozen_15202_text,phase8_frozen_15202_exact,phase8_frozen_15202_route,phase8_frozen_15202_operands_exact,phase8_frozen_15202_preserved,phase8_frozen_15203_text,phase8_frozen_15203_exact,phase8_frozen_15203_route,phase8_frozen_15203_operands_exact,phase8_frozen_15203_preserved,generic_15201_text,generic_15201_exact,generic_15201_route,generic_15201_operands_exact,generic_15201_preserved,generic_15202_text,generic_15202_exact,generic_15202_route,generic_15202_operands_exact,generic_15202_preserved,generic_15203_text,generic_15203_exact,generic_15203_route,generic_15203_operands_exact,generic_15203_preserved,hard_15201_text,hard_15201_exact,hard_15201_route,hard_15201_operands_exact,hard_15201_preserved,hard_15202_text,hard_15202_exact,hard_15202_route,hard_15202_operands_exact,hard_15202_preserved,hard_15203_text,hard_15203_exact,hard_15203_route,hard_15203_operands_exact,hard_15203_preserved
72,phase9_confirmatory_positive_word,A field survey mapped 22 plots in the east and 797 in the west. Give the overall plot count.,22,797,819,True,The field survey mapped 22 plots,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False,819,True,True,True,False
73,phase9_confirmatory_positive_word,A field survey mapped 422 plots in the east and 1157 in the west. Give the overall plot count.,422,1157,1579,True,The overall plot count for the field survey,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False,1579,True,True,True,False
74,phase9_confirmatory_positive_word,A field survey mapped 5122 plots in the east and 45 in the west. Give the overall plot count.,5122,45,5167,True,The overall plot count for the field survey,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False,5167,True,True,True,False
75,phase9_confirmatory_positive_distractor,"Archive key 12802 is metadata, not a quantity. Add observations 47 and 150.",47,150,197,True,Archive key 1280,Archive key 1280,False,True,False,True,Archive key 1280,False,True,False,True,Archive key 1280,False,True,False,True,Archive key 1280,False,False,False,True,Archive key 1280,False,False,False,True,Archive key 1280,False,False,False,True,197,True,True,True,False,197,True,True,False,False,197,True,True,False,False
76,phase9_confirmatory_positive_distractor,"Archive key 92506 is metadata, not a quantity. Add observations 20 and 641.",20,641,661,True,Archive key 9250,Archive key 9250,False,True,False,True,Archive key 9250,False,True,False,True,Archive key 9250,False,True,False,True,Archive key 9250,False,False,False,True,Archive key 9250,False,False,False,True,Archive key 9250,False,False,False,True,661,True,True,True,False,661,True,True,True,False,661,True,True,True,False
77,phase9_confirmatory_positive_distractor,"Archive key 11632 is metadata, not a quantity. Add observations 177 and 37.",177,37,214,True,Archive key 1163,Archive key 1163,False,True,False,True,Archive key 1163,False,True,False,True,Archive key 1163,False,True,False,True,Archive key 1163,False,False,False,True,Archive key 1163,False,False,False,True,Archive key 1163,False,False,False,True,214,True,True,True,False,214,True,True,True,False,214,True,True,True,False
78,phase9_confirmatory_positive_distractor,"Archive key 14301 is metadata, not a quantity. Add observations 6 and 612.",6,612,618,True,Archive key 1430,Archive key 1430,False,True,False,True,Archive key 1430,False,True,False,True,Archive key 1430,False,True,False,True,Archive key 1430,False,False,False,True,Archive key 1430,False,False,False,True,Archive key 1430,False,False,False,True,618,True,True,True,False,618,True,True,True,False,618,True,True,True,False
79,phase9_confirmatory_positive_distractor,"Archive key 10041 is metadata, not a quantity. Add observations 703 and 5857.",703,5857,6560,True,Archive key 1004,Archive key 1004,False,True,False,True,Archive key 1004,False,True,False,True,Archive key 1004,False,True,False,True,Archive key 1004,False,False,False,True,Archive key 1004,False,False,False,True,Archive key 1004,False,False,False,True,6560,True,True,True,False,6560,True,True,True,False,6560,True,True,True,False
80,phase9_confirmatory_positive_distractor,Protocol 22206 names the procedure. Runs one and two produced 6505 and 1 records; report their total.,6505,1,6506,True,Protocol 22206 names,Protocol 22206 names,False,False,False,True,Protocol 22206 names,False,False,False,True,Protocol 22206 names,False,False,False,True,Protocol 22206 names,False,False,False,True,Protocol 22206 names,False,False,False,True,Protocol 22206 names,False,False,False,True,6506,True,True,True,False,6506,True,True,True,False,6526,False,True,False,False
81,phase9_confirmatory_positive_distractor,Protocol 45335 names the procedure. Runs one and two produced 1 and 542 records; report their total.,1,542,543,True,Protocol 45335 names,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,False,False,True,Protocol 45335 names,False,True,False,True,Protocol 45335 names,False,True,False,True,Protocol 45335 names,False,True,False,True
82,phase9_confirmatory_positive_distractor,Protocol 85549 names the procedure. Runs one and two produced 6 and 9085 records; report their total.,6,9085,9091,True,Protocol 85549 is,Protocol 85549 is,False,False,False,True,Protocol 85549 is,False,False,False,True,Protocol 85549 is,False,False,False,True,Protocol 85549 is,False,False,False,True,Protocol 85549 is,False,False,False,True,Protocol 85549 is,False,False,False,True,9091,True,True,True,False,9091,True,True,True,False,Protocol 85549 is,False,True,False,True
83,phase9_confirmatory_positive_distractor,Protocol 97867 names the procedure. Runs one and two produced 6897 and 4844 records; report their total.,6897,4844,11741,True,Protocol 97867 names,Protocol 97867 names,False,False,False,True,Protocol 97867 names,False,False,False,True,Protocol 97867 names,False,False,False,True,Protocol 97867 names,False,False,False,True,Protocol 97867 names,False,False,False,True,Protocol 97867 names,False,False,False,True,11741,True,True,True,False,Protocol 97867 names,False,True,False,True,Protocol 97867 names,False,True,False,True
84,phase9_confirmatory_positive_distractor,Protocol 48512 names the procedure. Runs one and two produced 6041 and 76 records; report their total.,6041,76,6117,True,Protocol 48512 names,Protocol 48512 names,False,False,False,True,Protocol 48512 names,False,False,False,True,Protocol 48512 names,False,False,False,True,Protocol 48512 names,False,False,False,True,Protocol 48512 names,False,False,False,True,Protocol 48512 names,False,False,False,True,6317,False,True,False,False,6317,False,True,False,False,6317,False,True,False,False
85,phase9_confirmatory_positive_distractor,Disregard device ID 60021. The counts requiring addition are 6279 and 84.,6279,84,6363,True,The device ID 6002,The device ID 6002,False,False,False,True,The device ID 6002,False,False,False,True,The device ID 6002,False,False,False,True,The device ID 6002,False,False,False,True,The device ID 6002,False,False,False,True,The device ID 6002,False,False,False,True,6363,True,True,True,False,6363,True,True,True,False,6363,True,True,True,False
86,phase9_confirmatory_positive_distractor,Disregard device ID 93460. The counts requiring addition are 2541 and 23.,2541,23,2564,True,The program now correctly calculates the total,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,True,False,True,The program now correctly calculates the total,False,True,False,True,The program now correctly calculates the total,False,True,False,True
87,phase9_confirmatory_positive_distractor,Disregard device ID 35662. The counts requiring addition are 18 and 86.,18,86,104,True,The program now correctly calculates the total,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,104,True,True,True,False,104,True,True,True,False,104,True,True,True,False
88,phase9_confirmatory_positive_distractor,Disregard device ID 70005. The counts requiring addition are 283 and 386.,283,386,669,True,The program now calculates the total number,The program now calculates the total number,False,False,False,True,The program now calculates the total number,False,False,False,True,The program now calculates the total number,False,False,False,True,The program now calculates the total number,False,False,False,True,The program now calculates the total number,False,False,False,True,The program now calculates the total number,False,False,False,True,669,True,True,True,False,669,True,True,True,False,669,True,True,True,False
89,phase9_confirmatory_positive_distractor,Disregard device ID 93024. The counts requiring addition are 3178 and 8.,3178,8,3186,True,The program now correctly calculates the total,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,The program now correctly calculates the total,False,False,False,True,3186,True,True,True,False,3186,True,True,True,False,3186,True,True,True,False
90,phase9_confirmatory_positive_distractor,Year marker 28413 supplies context only; shipments contained 3771 and 53 items. Give their combined count.,3771,53,3824,True,Year marker 28413,Year marker 28413,False,True,False,True,Year marker 28413,False,True,False,True,Year marker 28413,False,True,False,True,Year marker 28413,False,True,False,True,Year marker 28413,False,True,False,True,Year marker 28413,False,True,False,True,530,False,True,False,False,530,False,True,False,False,530,False,True,False,False
91,phase9_confirmatory_positive_distractor,Year marker 94535 supplies context only; shipments contained 947 and 78 items. Give their combined count.,947,78,1025,True,Year marker 94535,Year marker 94535,False,True,False,True,Year marker 94535,False,True,False,True,Year marker 94535,False,True,False,True,Year marker 94535,False,True,False,True,Year marker 94535,False,True,False,True,Year marker 94535,False,True,False,True,1025,True,True,True,False,1025,True,True,True,False,1025,True,True,True,False
92,phase9_confirmatory_positive_distractor,Year marker 59503 supplies context only; shipments contained 7322 and 98 items. Give their combined count.,7322,98,7420,True,Year marker 59503,Year marker 59503,False,True,False,True,Year marker 59503,False,True,False,True,Year marker 59503,False,True,False,True,Year marker 59503,False,True,False,True,Year marker 59503,False,True,False,True,Year marker 59503,False,True,False,True,7420,True,True,True,False,7420,True,True,True,False,7420,True,True,True,False
93,phase9_confirmatory_positive_distractor,Year marker 13348 supplies context only; shipments contained 4538 and 711 items. Give their combined count.,4538,711,5249,True,Year marker 13348,Year marker 13348,False,True,False,True,Year marker 13348,False,True,False,True,Year marker 13348,False,True,False,True,Year marker 13348,False,True,False,True,Year marker 13348,False,True,False,True,Year marker 13348,False,True,False,True,9164,False,True,False,False,9164,False,True,False,False,9164,False,True,False,False
94,phase9_confirmatory_positive_distractor,Year marker 49629 supplies context only; shipments contained 613 and 985 items. Give their combined count.,613,985,1598,True,Year marker 49629,Year marker 49629,False,True,False,True,Year marker 49629,False,True,False,True,Year marker 49629,False,True,False,True,Year marker 49629,False,True,False,True,Year marker 49629,False,True,False,True,Year marker 49629,False,True,False,True,1598,True,True,True,False,1598,True,True,True,False,1598,True,True,True,False
95,phase9_confirmatory_positive_distractor,Case 66289 is a label. The two numerical amounts are 4 and 6340; return their additive result.,4,6340,6344,True,To solve Case 6628,To solve Case 6628,False,True,False,True,To solve Case 6628,False,True,False,True,To solve Case 6628,False,True,False,True,To solve Case 6628,False,True,False,True,To solve Case 6628,False,True,False,True,To solve Case 6628,False,True,False,True,6344,True,True,True,False,6344,True,True,True,False,6344,True,True,True,False
96,phase9_confirmatory_positive_distractor,Case 13802 is a label. The two numerical amounts are 958 and 4707; return their additive result.,958,4707,5665,True,To solve Case 1380,To solve Case 1380,False,True,False,True,To solve Case 1380,False,True,False,True,To solve Case 1380,False,True,False,True,To solve Case 1380,False,True,False,True,To solve Case 1380,False,True,False,True,To solve Case 1380,False,True,False,True,5665,True,True,True,False,5665,True,True,True,False,5665,True,True,True,False
97,phase9_confirmatory_positive_distractor,Case 86679 is a label. The two numerical amounts are 7078 and 61; return their additive result.,7078,61,7139,True,To solve Case 8667,To solve Case 8667,False,True,False,True,To solve Case 8667,False,True,False,True,To solve Case 8667,False,True,False,True,To solve Case 8667,False,True,False,True,To solve Case 8667,False,True,False,True,To solve Case 8667,False,True,False,True,7139,True,True,True,False,7139,True,True,True,False,7139,True,True,True,False
98,phase9_confirmatory_positive_distractor,Case 55821 is a label. The two numerical amounts are 489 and 402; return their additive result.,489,402,891,True,To solve Case 5582,To solve Case 5582,False,True,False,True,To solve Case 5582,False,True,False,True,To solve Case 5582,False,True,False,True,To solve Case 5582,False,True,False,True,To solve Case 5582,False,True,False,True,To solve Case 5582,False,True,False,True,891,True,True,True,False,891,True,True,True,False,891,True,True,True,False
99,phase9_confirmatory_positive_distractor,Case 29598 is a label. The two numerical amounts are 944 and 44; return their additive result.,944,44,988,True,To solve Case 2959,To solve Case 2959,False,True,False,True,To solve Case 2959,False,True,False,True,To solve Case 2959,False,True,False,True,To solve Case 2959,False,True,False,True,To solve Case 2959,False,True,False,True,To solve Case 2959,False,True,False,True,988,True,True,True,False,988,True,True,True,False,988,True,True,True,False
100,phase9_confirmatory_negative_multiplication,Derive the product of 9440 with 40.,9440,40,,False,To derive the product of 94,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True,To derive the product of 94,False,False,False,True
101,phase9_confirmatory_negative_multiplication,Derive the product of 44 with 296.,44,296,,False,To derive the product of 44,340,False,True,False,False,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True,To derive the product of 44,False,False,False,True
102,phase9_confirmatory_negative_multiplication,Derive the product of 9011 with 207.,9011,207,,False,The product of 9011,9218,False,True,False,False,9218,False,True,False,False,9218,False,True,False,False,The product of 9011,False,False,False,True,The product of 9011,False,False,False,True,The product of 9011,False,False,False,True,The product of 9011,False,False,False,True,The product of 9011,False,False,False,True,The product of 9011,False,False,False,True
103,phase9_confirmatory_negative_multiplication,Derive the product of 93 with 209.,93,209,,False,To derive the product of 93,302,False,True,False,False,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True,To derive the product of 93,False,False,False,True
104,phase9_confirmatory_negative_multiplication,Perform repeated multiplication using 0 and 563.,0,563,,False,To perform repeated multiplication using 0 and,563,False,True,False,False,563,False,True,False,False,563,False,True,False,False,To perform repeated multiplication using 0 and,False,False,False,True,To perform repeated multiplication using 0 and,False,False,False,True,To perform repeated multiplication using 0 and,False,False,False,True,To perform repeated multiplication using 0 and,False,False,False,True,To perform repeated multiplication using 0 and,False,False,False,True,To perform repeated multiplication using 0 and,False,False,False,True
105,phase9_confirmatory_negative_multiplication,Perform repeated multiplication using 97 and 9709.,97,9709,,False,To perform repeated multiplication using 97,9806,False,True,False,False,9806,False,True,False,False,9806,False,True,False,False,To perform repeated multiplication using 97,False,False,False,True,To perform repeated multiplication using 97,False,False,False,True,To perform repeated multiplication using 97,False,False,False,True,To perform repeated multiplication using 97,False,False,False,True,To perform repeated multiplication using 97,False,False,False,True,To perform repeated multiplication using 97,False,False,False,True
106,phase9_confirmatory_negative_multiplication,Perform repeated multiplication using 865 and 259.,865,259,,False,To perform repeated multiplication using 86,To perform repeated multiplication using 86,False,False,False,True,1124,False,True,False,False,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True,To perform repeated multiplication using 86,False,False,False,True
107,phase9_confirmatory_negative_multiplication,Perform repeated multiplication using 451 and 0.,451,0,,False,To perform repeated multiplication using 45,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True,To perform repeated multiplication using 45,False,False,False,True
108,phase9_confirmatory_negative_multiplication,"Map factors 583, 1 to their product.",583,1,,False,To find the product of the numbers,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True,To find the product of the numbers,False,False,False,True
109,phase9_confirmatory_negative_multiplication,"Map factors 6069, 2121 to their product.",6069,2121,,False,To map factors 6069,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True,To map factors 6069,False,False,False,True
110,phase9_confirmatory_negative_multiplication,"Map factors 699, 4507 to their product.",699,4507,,False,To map factors 699 and,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True,To map factors 699 and,False,False,False,True
111,phase9_confirmatory_negative_multiplication,"Map factors 1, 653 to their product.",1,653,,False,To map factors 1 and 6,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True,To map factors 1 and 6,False,False,False,True
112,phase9_confirmatory_negative_multiplication,What is 4072 times 9920? Give one numeral.,4072,9920,,False,4072 times 99,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False,13992,False,True,False,False
113,phase9_confirmatory_negative_multiplication,What is 4548 times 22? Give one numeral.,4548,22,,False,4548 times 22,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False,4570,False,True,False,False
114,phase9_confirmatory_negative_multiplication,What is 383 times 4? Give one numeral.,383,4,,False,383 times 4 is,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False,387,False,True,False,False
115,phase9_confirmatory_negative_multiplication,What is 4 times 5101? Give one numeral.,4,5101,,False,4 times 5101 is,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False,5105,False,True,False,False
116,phase9_confirmatory_negative_multiplication,Execute a MUL opcode on arguments 6 and 37.,6,37,,False,To execute a MUL opcode on,43,False,True,False,False,43,False,True,False,False,43,False,True,False,False,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True
117,phase9_confirmatory_negative_multiplication,Execute a MUL opcode on arguments 13 and 557.,13,557,,False,To execute a MUL opcode on,570,False,True,False,False,570,False,True,False,False,570,False,True,False,False,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,570,False,True,False,False,570,False,True,False,False,570,False,True,False,False
118,phase9_confirmatory_negative_multiplication,Execute a MUL opcode on arguments 132 and 151.,132,151,,False,To execute a MUL opcode on,283,False,True,False,False,283,False,True,False,False,283,False,True,False,False,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,283,False,True,False,False,283,False,True,False,False,283,False,True,False,False
119,phase9_confirmatory_negative_multiplication,Execute a MUL opcode on arguments 1044 and 600.,1044,600,,False,To execute a MUL opcode on,1644,False,True,False,False,1644,False,True,False,False,1644,False,True,False,False,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,To execute a MUL opcode on,False,False,False,True,1644,False,True,False,False,1644,False,True,False,False,1644,False,True,False,False
120,phase9_confirmatory_negative_factual,Folders numbered 8229 and 2 sit on a shelf. Are both folder numbers valid?,8229,2,,False,"Yes, both folder numbers 82","Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True,"Yes, both folder numbers 82",False,False,False,True
121,phase9_confirmatory_negative_factual,Folders numbered 351 and 7 sit on a shelf. Are both folder numbers valid?,351,7,,False,"Yes, both folder numbers 35","Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True,"Yes, both folder numbers 35",False,False,False,True
122,phase9_confirmatory_negative_factual,Folders numbered 8 and 260 sit on a shelf. Are both folder numbers valid?,8,260,,False,"Yes, both folder numbers 8 and","Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True,"Yes, both folder numbers 8 and",False,False,False,True
123,phase9_confirmatory_negative_factual,Folders numbered 4763 and 5 sit on a shelf. Are both folder numbers valid?,4763,5,,False,"Yes, both folder numbers 47","Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True,"Yes, both folder numbers 47",False,False,False,True
124,phase9_confirmatory_negative_factual,A bibliography references entries 1997 and 349. Does it reference two entries?,1997,349,,False,"Yes, it references two entries:","Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True
125,phase9_confirmatory_negative_factual,A bibliography references entries 7 and 961. Does it reference two entries?,7,961,,False,"Yes, it references two entries:","Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True
126,phase9_confirmatory_negative_factual,A bibliography references entries 0 and 979. Does it reference two entries?,0,979,,False,"Yes, it references two entries:","Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True,"Yes, it references two entries:",False,False,False,True
127,phase9_confirmatory_negative_factual,A bibliography references entries 8259 and 2. Does it reference two entries?,8259,2,,False,"Yes, the bibliography references entries","Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True,"Yes, the bibliography references entries",False,False,False,True
128,phase9_confirmatory_negative_factual,The labels 2044 and 7 appear in a diagram. Identify them as labels.,2044,7,,False,The labels 2044 and,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True,The labels 2044 and,False,False,False,True
129,phase9_confirmatory_negative_factual,The labels 13 and 923 appear in a diagram. Identify them as labels.,13,923,,False,The labels 13 and 9,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True,The labels 13 and 9,False,False,False,True
130,phase9_confirmatory_negative_factual,The labels 55 and 5001 appear in a diagram. Identify them as labels.,55,5001,,False,The labels 55 and 5,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True,The labels 55 and 5,False,False,False,True
131,phase9_confirmatory_negative_factual,The labels 866 and 8 appear in a diagram. Identify them as labels.,866,8,,False,"The labels ""866"" and","The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True,"The labels ""866"" and",False,False,False,True
132,phase9_confirmatory_negative_factual,Pages 64 and 3581 are bookmarked. How many pages are bookmarked?,64,3581,,False,Pages 64 and 35,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True,Pages 64 and 35,False,False,False,True
133,phase9_confirmatory_negative_factual,Pages 9 and 3243 are bookmarked. How many pages are bookmarked?,9,3243,,False,Pages 9 and 324,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True,Pages 9 and 324,False,False,False,True
134,phase9_confirmatory_negative_factual,Pages 90 and 7 are bookmarked. How many pages are bookmarked?,90,7,,False,Pages 90 and 7 are,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True,Pages 90 and 7 are,False,False,False,True
